medidas,Dados Experimentais
ΔL1,0.1119526214587563
Δt1,1.1183503419072274
ΔL2,0.1219526214587563
Δt2,1.1183503419072274
ΔL3,0.138619288125423
Δt3,1.2183503419072275
ΔL4,0.1418350341907228
Δt4,1.1183503419072274
